,,,A1,tau1,tau2
10,56,_val,0.5004484036716941,2.4235892743294714,3.077160616535842
10,56,init_value,0.497,2.43,3.07
10,56,stderr,0.29226017855536884,0.18163302168464981,0.2031088774782726
10,56,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.995'}","{'A1': '0.999', 'tau1': '0.995'}"
10,57,_val,0.4861531456203789,2.457923473301215,3.0419763157774344
10,57,init_value,0.497,2.43,3.07
10,57,stderr,1.0970009534797032,0.6250140041831725,0.6612457872837916
10,57,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
10,58,_val,0.4896955406454171,2.4444532665683076,3.0576102806523604
10,58,init_value,0.497,2.43,3.07
10,58,stderr,0.42618024768355184,0.2534892184342845,0.2718775226379129
10,58,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
10,59,_val,0.4926397910628648,2.4410509571226107,3.0588008841437855
10,59,init_value,0.497,2.43,3.07
10,59,stderr,0.47569912850900853,0.2837940895768588,0.3069373194512559
10,59,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
10,60,_val,0.4678895461067498,2.4934209061565262,2.9967197156226324
10,60,init_value,0.497,2.43,3.07
10,60,stderr,0.616624223930065,0.31681682045783854,0.3071358604245027
10,60,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
10,61,_val,0.49597675448366263,2.4298794091309013,3.0702271851064262
10,61,init_value,0.497,2.43,3.07
10,61,stderr,0.18681148083955013,0.11397104444781482,0.1272075064026742
10,61,correl,"{'tau1': '0.996', 'tau2': '0.997'}","{'A1': '0.996', 'tau2': '0.987'}","{'A1': '0.997', 'tau1': '0.987'}"
10,62,_val,0.4790347256710892,2.480393009101727,3.0213279267897484
10,62,init_value,0.497,2.43,3.07
10,62,stderr,0.37840369473438695,0.20256419694706693,0.20871096095841368
10,62,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.993'}","{'A1': '0.999', 'tau1': '0.993'}"
10,63,_val,0.49689036828893296,2.42989178188555,3.0701751459603397
10,63,init_value,0.497,2.43,3.07
10,63,stderr,0.14844491280969604,0.09060554076049047,0.1013161857677175
10,63,correl,"{'tau1': '0.994', 'tau2': '0.996'}","{'A1': '0.994', 'tau2': '0.981'}","{'A1': '0.996', 'tau1': '0.981'}"
10,64,_val,0.5084186927038217,2.4114484554962816,3.098450444514702
10,64,init_value,0.497,2.43,3.07
10,64,stderr,0.32877685425422304,0.21150838379794953,0.2441342318158212
10,64,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
10,65,_val,0.4975851194373324,2.425679273990655,3.0767615400010957
10,65,init_value,0.497,2.43,3.07
10,65,stderr,0.29273465234224255,0.18307850824558755,0.20067150215264612
10,65,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
10,66,_val,0.5010783656547151,2.4195151276723377,3.081293687197225
10,66,init_value,0.497,2.43,3.07
10,66,stderr,0.34785740277094956,0.21954275911911295,0.24420087594948722
10,66,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
10,67,_val,0.5047010928628979,2.4296100092764865,3.0703254305184586
10,67,init_value,0.497,2.43,3.07
10,67,stderr,0.12712262751617462,0.07811710565059446,0.08715080664337636
10,67,correl,"{'tau1': '0.991', 'tau2': '0.993'}","{'A1': '0.991', 'tau2': '0.968'}","{'A1': '0.993', 'tau1': '0.968'}"
10,68,_val,0.4983765826897002,2.4186924211840113,3.088418216090888
10,68,init_value,0.497,2.43,3.07
10,68,stderr,0.3248427682902902,0.20770650549183162,0.23040668521676533
10,68,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
10,69,_val,0.5060383685218661,2.406358818752322,3.0954959998372686
10,69,init_value,0.497,2.43,3.07
10,69,stderr,0.3365900083687069,0.21986157364778808,0.24799463835325622
10,69,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
10,70,_val,0.48466784597334134,2.457287462423879,3.037169142154447
10,70,init_value,0.497,2.43,3.07
10,70,stderr,0.46060389152993825,0.2614907603316044,0.2750397611535188
10,70,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
10,71,_val,0.49513301533332377,2.429902146343438,3.0701448572571097
10,71,init_value,0.497,2.43,3.07
10,71,stderr,0.22869803087041948,0.14043877619492778,0.15454189203362753
10,71,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.991'}","{'A1': '0.998', 'tau1': '0.991'}"
10,72,_val,0.4645593699227002,2.512020671469435,2.9850728525463714
10,72,init_value,0.497,2.43,3.07
10,72,stderr,0.5610866755929446,0.2725903489899967,0.2612217791467529
10,72,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.995'}","{'A1': '0.999', 'tau1': '0.995'}"
10,73,_val,0.5101961670161952,2.3969567361604964,3.105157113920769
10,73,init_value,0.497,2.43,3.07
10,73,stderr,0.27388508213049445,0.18230857981566237,0.20943084229788425
10,73,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
10,74,_val,0.4752109613496258,2.489773794212033,3.0149979858619913
10,74,init_value,0.497,2.43,3.07
10,74,stderr,0.45411900895012003,0.23800198684390125,0.24124760802562056
10,74,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.993'}","{'A1': '0.999', 'tau1': '0.993'}"
10,75,_val,0.4725565011009851,2.4904072515444096,3.005330930525351
10,75,init_value,0.497,2.43,3.07
10,75,stderr,0.5710965893161821,0.2968762417871043,0.2940333354353226
10,75,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
10,76,_val,0.5012581079146936,2.421884283354262,3.081087981952532
10,76,init_value,0.497,2.43,3.07
10,76,stderr,0.2702446671994925,0.1702157690512791,0.18883842956688027
10,76,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.994'}","{'A1': '0.999', 'tau1': '0.994'}"
10,77,_val,0.49060713255849975,2.4357894073514528,3.057457407558579
10,77,init_value,0.497,2.43,3.07
10,77,stderr,0.3736946225700902,0.22647258272241952,0.24081108034473309
10,77,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
10,78,_val,0.49012197068333596,2.4490005361547573,3.051987119052354
10,78,init_value,0.497,2.43,3.07
10,78,stderr,0.41131266091421975,0.23964824801520793,0.25870698965960987
10,78,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
10,79,_val,0.4931437045182161,2.4389385940282033,3.0593418222686175
10,79,init_value,0.497,2.43,3.07
10,79,stderr,0.5074852516969792,0.3032559278940337,0.3296339200386666
10,79,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
10,80,_val,0.5019923941164877,2.415472040979064,3.093975216239893
10,80,init_value,0.497,2.43,3.07
10,80,stderr,0.3034604673166418,0.19490475213334654,0.22003379097900405
10,80,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
10,81,_val,0.5035722859068448,2.414150409932218,3.0861759945533187
10,81,init_value,0.497,2.43,3.07
10,81,stderr,0.3335089738266293,0.21253847000869347,0.23914156664928354
10,81,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
10,82,_val,0.508009403125484,2.4053311389861234,3.095365319471971
10,82,init_value,0.497,2.43,3.07
10,82,stderr,0.3027906731385488,0.19631507669939846,0.22527288974056076
10,82,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
10,83,_val,0.4899347941383565,2.4464693305666416,3.043350300913514
10,83,init_value,0.497,2.43,3.07
10,83,stderr,1.0098814786423913,0.5833988081727124,0.6270880590243899
10,83,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
10,84,_val,0.4999769941568184,2.429824773298777,3.070156971636905
10,84,init_value,0.497,2.43,3.07
10,84,stderr,0.16674749478402892,0.10230376103852296,0.11337961945971058
10,84,correl,"{'tau1': '0.995', 'tau2': '0.996'}","{'A1': '0.995', 'tau2': '0.983'}","{'A1': '0.996', 'tau1': '0.983'}"
10,85,_val,0.5087284251297552,2.4005845343421544,3.102805809844483
10,85,init_value,0.497,2.43,3.07
10,85,stderr,0.40437979056928053,0.2664056558078465,0.30651197237757055
10,85,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
10,86,_val,0.5056861162139641,2.4069723423655898,3.093490022697196
10,86,init_value,0.497,2.43,3.07
10,86,stderr,0.4505662570796022,0.2931242420709214,0.3304701869701133
10,86,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
10,87,_val,0.48350862533184835,2.452389049913061,3.0347346274623597
10,87,init_value,0.497,2.43,3.07
10,87,stderr,0.580878123564187,0.33336214048985474,0.34617717182299595
10,87,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
10,88,_val,0.4976772421690554,2.425278481277595,3.078404720957905
10,88,init_value,0.497,2.43,3.07
10,88,stderr,0.3830757595643711,0.23814594789902419,0.2653005579964315
10,88,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
10,89,_val,0.4898716997213206,2.4415146958139977,3.053324050528113
10,89,init_value,0.497,2.43,3.07
10,89,stderr,0.6407833352331297,0.38227091957576176,0.40564421013740276
10,89,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
10,90,_val,0.4957297936486482,2.4297793854479073,3.0703933891286397
10,90,init_value,0.497,2.43,3.07
10,90,stderr,0.15603693360795987,0.09492872894756361,0.10689929907296489
10,90,correl,"{'tau1': '0.994', 'tau2': '0.996'}","{'A1': '0.994', 'tau2': '0.98'}","{'A1': '0.996', 'tau1': '0.98'}"
10,91,_val,0.5068856278319522,2.4035442793490747,3.0963953991649413
10,91,init_value,0.497,2.43,3.07
10,91,stderr,1.4760601086408622,0.9676363024319756,1.0939400710330769
10,91,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '1'}","{'A1': '1', 'tau1': '1'}"
10,92,_val,0.49565782354681565,2.439184824497577,3.059809553679224
10,92,init_value,0.497,2.43,3.07
10,92,stderr,0.48769634733920475,0.2926433897118953,0.3161427464597083
10,92,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
10,93,_val,0.49871663008801126,2.424102093389011,3.079234412950189
10,93,init_value,0.497,2.43,3.07
10,93,stderr,0.3068769112002465,0.19302433763694066,0.21189127206574151
10,93,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
10,94,_val,0.49290914441493316,2.4418397911333716,3.058767960242296
10,94,init_value,0.497,2.43,3.07
10,94,stderr,0.3716151484339423,0.22076989119089738,0.24019421664508223
10,94,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
10,95,_val,0.504919302298332,2.412565225323774,3.088310416109243
10,95,init_value,0.497,2.43,3.07
10,95,stderr,0.3056825327974297,0.19504528851550723,0.2215027675223737
10,95,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.995'}","{'A1': '0.999', 'tau1': '0.995'}"
10,96,_val,0.49247983723247835,2.4380620915759166,3.062871301858931
10,96,init_value,0.497,2.43,3.07
10,96,stderr,0.40764126083137847,0.24612667406384872,0.26606653530778684
10,96,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
10,97,_val,0.48565793334123497,2.4539524613293966,3.040674726640005
10,97,init_value,0.497,2.43,3.07
10,97,stderr,0.8311165022264001,0.4781007011922112,0.5012727599801894
10,97,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
10,98,_val,0.5036843494471552,2.4125693121409264,3.088048616568507
10,98,init_value,0.497,2.43,3.07
10,98,stderr,0.3759155716120703,0.24118090540202547,0.2705315664124536
10,98,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
10,99,_val,0.5057279347301764,2.410994043534467,3.0884144162029425
10,99,init_value,0.497,2.43,3.07
10,99,stderr,0.49613752350678847,0.3172974567069477,0.36003675880132635
10,99,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,0,_val,0.5069640383109801,2.40804534519857,3.0933846904089393
11,0,init_value,0.497,2.43,3.07
11,0,stderr,0.21440117649655158,0.13887200122296806,0.15751095993163883
11,0,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.995'}","{'A1': '0.999', 'tau1': '0.995'}"
11,1,_val,0.5013202669933186,2.4220376303411992,3.077377744018647
11,1,init_value,0.497,2.43,3.07
11,1,stderr,0.2749010907588509,0.17218690020994507,0.19053940686987372
11,1,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,2,_val,0.492041662271705,2.439547015943409,3.054794348732556
11,2,init_value,0.497,2.43,3.07
11,2,stderr,0.37863960723023565,0.22596049610244545,0.24223018409043306
11,2,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,3,_val,0.48855589053179127,2.448149405604149,3.0484522872241184
11,3,init_value,0.497,2.43,3.07
11,3,stderr,0.3787430787742302,0.222778907954865,0.23410047547281923
11,3,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,4,_val,0.48606777674282453,2.446710529865611,3.0427155621520283
11,4,init_value,0.497,2.43,3.07
11,4,stderr,0.3153070958885632,0.18634800749233388,0.19152992901047364
11,4,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,5,_val,0.49409126178597185,2.435650546268556,3.0627510953117856
11,5,init_value,0.497,2.43,3.07
11,5,stderr,0.32220009728563126,0.19567840891451835,0.21060511938052312
11,5,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,6,_val,0.5058515712239813,2.410842111471881,3.088626544051876
11,6,init_value,0.497,2.43,3.07
11,6,stderr,0.3106922830246436,0.1997378021516995,0.2246547323742846
11,6,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,7,_val,0.4826660846332891,2.45783189812648,3.0349398351759813
11,7,init_value,0.497,2.43,3.07
11,7,stderr,0.3596977833472941,0.20608685722295286,0.21104859522296796
11,7,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,8,_val,0.509204976061518,2.4000032329719456,3.1013614704581336
11,8,init_value,0.497,2.43,3.07
11,8,stderr,0.2789521006931248,0.18496703023964625,0.20978355728409953
11,8,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,9,_val,0.5130786897657575,2.3935524801846135,3.113888470414018
11,9,init_value,0.497,2.43,3.07
11,9,stderr,0.22145524487451765,0.14912468645046528,0.17313056423798084
11,9,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,10,_val,0.48388513802288524,2.463246492321641,3.0360075654517704
11,10,init_value,0.497,2.43,3.07
11,10,stderr,0.36304140949317754,0.2047507267744476,0.21286551409153864
11,10,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,11,_val,0.4925485544977939,2.4380804551018924,3.0575379661095754
11,11,init_value,0.497,2.43,3.07
11,11,stderr,0.3123514130972814,0.187857358911882,0.20116986575544119
11,11,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,12,_val,0.4987685407240854,2.4250512671963755,3.078165455987733
11,12,init_value,0.497,2.43,3.07
11,12,stderr,0.26570045721854413,0.16643436715157542,0.18290944556512234
11,12,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
11,13,_val,0.49335332249138,2.437756681701985,3.0624087052286653
11,13,init_value,0.497,2.43,3.07
11,13,stderr,0.3470390016072528,0.21032868287264417,0.2255436421912129
11,13,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,14,_val,0.5061581812713589,2.411619788843845,3.094242469531271
11,14,init_value,0.497,2.43,3.07
11,14,stderr,0.2492661056231801,0.16139725550020081,0.1816684118626271
11,14,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,15,_val,0.49645979264030293,2.4335854954400067,3.0636527533848517
11,15,init_value,0.497,2.43,3.07
11,15,stderr,0.2498483247251695,0.1525734152927232,0.1642602166574314
11,15,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
11,16,_val,0.4776450592267363,2.4766915032487273,3.0203829042514148
11,16,init_value,0.497,2.43,3.07
11,16,stderr,0.3717462932463919,0.20241646225698198,0.20366725196770402
11,16,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
11,17,_val,0.5121685399976137,2.403678926604101,3.108406792929756
11,17,init_value,0.497,2.43,3.07
11,17,stderr,0.22282559072399694,0.14657260724983914,0.17047616789886444
11,17,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,18,_val,0.484359690290761,2.4569829494296447,3.0386556010094035
11,18,init_value,0.497,2.43,3.07
11,18,stderr,0.5316617169320441,0.30652068486725187,0.3147328796639817
11,18,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
11,19,_val,0.48805140892952537,2.4457594554898736,3.048665872770341
11,19,init_value,0.497,2.43,3.07
11,19,stderr,0.38133848447274926,0.22579430303873155,0.23625622062577534
11,19,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,20,_val,0.5075062304602596,2.4045774730111296,3.098043787446401
11,20,init_value,0.497,2.43,3.07
11,20,stderr,0.2684433794043915,0.1759023855334621,0.19948798300445625
11,20,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,21,_val,0.4923871697169453,2.4392514235772236,3.062023804635886
11,21,init_value,0.497,2.43,3.07
11,21,stderr,0.26016079305990036,0.15717092014758594,0.16868161853320104
11,21,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
11,22,_val,0.4838576338704095,2.459082406806237,3.036035697886799
11,22,init_value,0.497,2.43,3.07
11,22,stderr,0.33172066777680803,0.18888410841691144,0.19567223334198236
11,22,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
11,23,_val,0.49741211078899483,2.429802449408631,3.0702247911702445
11,23,init_value,0.497,2.43,3.07
11,23,stderr,0.10912501016525102,0.06776558631165468,0.07351982189180922
11,23,correl,"{'tau1': '0.994', 'tau2': '0.996'}","{'A1': '0.994', 'tau2': '0.979'}","{'A1': '0.996', 'tau1': '0.979'}"
11,24,_val,0.4994741563664691,2.425801944181943,3.0736916269416446
11,24,init_value,0.497,2.43,3.07
11,24,stderr,0.2418282950660077,0.15029893992507307,0.16506771536087608
11,24,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,25,_val,0.48855762568817784,2.4493152937160154,3.044654614740307
11,25,init_value,0.497,2.43,3.07
11,25,stderr,0.33637424094876806,0.19565350519084487,0.2067390429787933
11,25,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,26,_val,0.4710969203284108,2.4915116090560794,3.0045491788314127
11,26,init_value,0.497,2.43,3.07
11,26,stderr,0.3995344622434183,0.20867770811264263,0.20338861132990557
11,26,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
11,27,_val,0.5010199148372787,2.425558033043747,3.073661951827245
11,27,init_value,0.497,2.43,3.07
11,27,stderr,0.3057726854616427,0.18955426358399,0.20933992333268103
11,27,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,28,_val,0.5025199727913823,2.4250891742624927,3.0739580659585917
11,28,init_value,0.497,2.43,3.07
11,28,stderr,0.373930831129281,0.2314401426922847,0.2569758660781517
11,28,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,29,_val,0.4888666166222635,2.4514032880728136,3.049296081216257
11,29,init_value,0.497,2.43,3.07
11,29,stderr,0.2984692635830443,0.17386301450923153,0.18472438385755385
11,29,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,30,_val,0.4998537901813387,2.429923644062643,3.070053524092545
11,30,init_value,0.497,2.43,3.07
11,30,stderr,0.18313759493041493,0.11271705321548015,0.12349379519051203
11,30,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.993'}","{'A1': '0.999', 'tau1': '0.993'}"
11,31,_val,0.505592063807669,2.4122182559126317,3.086793530006352
11,31,init_value,0.497,2.43,3.07
11,31,stderr,0.40041754107848626,0.25636950788496926,0.2878273468913312
11,31,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
11,32,_val,0.4926801241965395,2.438256505713926,3.062637685247818
11,32,init_value,0.497,2.43,3.07
11,32,stderr,0.2516931777954672,0.152547799845697,0.16353564251376435
11,32,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
11,33,_val,0.49401178732066287,2.435689185954261,3.062547782315818
11,33,init_value,0.497,2.43,3.07
11,33,stderr,0.3066663342251775,0.1861513982204046,0.20044224885260925
11,33,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,34,_val,0.5001287682653466,2.4239183415179357,3.0753903229935355
11,34,init_value,0.497,2.43,3.07
11,34,stderr,0.3043109612433622,0.19005975887974735,0.209011974812654
11,34,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,35,_val,0.4883447056391417,2.4513029759783644,3.0495445161360584
11,35,init_value,0.497,2.43,3.07
11,35,stderr,0.3051045318089675,0.17836243430103,0.18842228383456772
11,35,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
11,36,_val,0.500385256595109,2.422187824771181,3.0783983016171925
11,36,init_value,0.497,2.43,3.07
11,36,stderr,0.27073779386915253,0.1701315302014315,0.18761680472630118
11,36,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
11,37,_val,0.49308875086368076,2.4388279805184743,3.063019699467037
11,37,init_value,0.497,2.43,3.07
11,37,stderr,0.23494888726403926,0.1417767663556737,0.15326800088884412
11,37,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.994'}","{'A1': '0.999', 'tau1': '0.994'}"
11,38,_val,0.5032617400091342,2.4300097418346667,3.0699755671090188
11,38,init_value,0.497,2.43,3.07
11,38,stderr,0.3265208769372434,0.1993470877535094,0.2212936309342941
11,38,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,39,_val,0.4876179660627624,2.451506900322614,3.0458948317756347
11,39,init_value,0.497,2.43,3.07
11,39,stderr,0.4115341829872498,0.23995636698320066,0.25148655110003604
11,39,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
11,40,_val,0.510476160151498,2.3978878013652114,3.1025366283086226
11,40,init_value,0.497,2.43,3.07
11,40,stderr,0.5604486741296911,0.3722279584811564,0.42449213528224944
